Time,Temperature,Wind speed,Relative humidity (%),Solar radiation,Active power of purchased electricity at the receiving end
1/1/2015 0:00,4.2,1.5,79,0,546.6209994
1/1/2015 1:00,4.6,3.6,68,0,587.0333313
1/1/2015 2:00,4.7,3.6,60,0,580.4126664
1/1/2015 3:00,4.4,4.6,50,0,558.5333331
1/1/2015 4:00,2.9,2.6,49,0,593.818332
1/1/2015 5:00,2,2.3,55,0,596.9970012
1/1/2015 6:00,1.1,1,59,0,594.6446664
1/1/2015 7:00,0,2.3,64,0,588.3013311
1/1/2015 8:00,2.5,3.1,54,0.29,578.6649999
1/1/2015 9:00,3.9,5.4,43,0.87,560.258
1/1/2015 10:00,4.2,3.1,36,1.09,585.4489998
1/1/2015 11:00,4.7,0.8,37,0.78,586.2880001
1/1/2015 12:00,4.3,0.6,35,0.66,584.2219997
1/1/2015 13:00,4.9,2.7,36,0.84,587.585667
1/1/2015 14:00,3.7,1.6,42,0.49,603.5873332
1/1/2015 15:00,3.7,2.3,41,0.37,587.2710007
1/1/2015 16:00,3.2,1,45,0.45,598.9203332
1/1/2015 17:00,-0.1,1.4,62,0.04,614.2689993
1/1/2015 18:00,-1.7,1.6,70,0,592.5679988
1/1/2015 19:00,-0.3,2.4,59,0,634.0249982
1/1/2015 20:00,0.2,2.8,47,0,604.0946678
1/1/2015 21:00,0.6,4.5,48,0,604.0939998
1/1/2015 22:00,0.6,4.8,46,0,621.0183325
1/1/2015 23:00,-0.5,3.5,51,0,596.6836668
1/2/2015 0:00,-0.9,3.4,54,0,609.4990008
1/2/2015 1:00,-1.6,2.9,55,0,598.4439993
1/2/2015 2:00,-0.8,3,47,0,598.1596647
1/2/2015 3:00,-1.2,3.5,49,0,590.4346661
1/2/2015 4:00,-0.8,3.1,45,0,617.953334
1/2/2015 5:00,-0.9,2.6,44,0,599.1146688
1/2/2015 6:00,-0.8,2.8,44,0,610.3916679
1/2/2015 7:00,-1.4,2.9,45,0,603.1233332
1/2/2015 8:00,0.8,3.1,41,0.3,587.3203336
1/2/2015 9:00,1.9,2.9,38,0.76,607.9700009
1/2/2015 10:00,2.5,3,39,0.58,598.8036664
1/2/2015 11:00,3.5,4.2,33,1,607.417666
1/2/2015 12:00,3.9,4.4,30,0.8,627.7403333
1/2/2015 13:00,4.8,2.6,28,0.75,606.142333
1/2/2015 14:00,6.3,2.8,22,1.31,592.8646668
1/2/2015 15:00,6.3,1.8,21,1.12,597.5740002
1/2/2015 16:00,3.4,1,37,0.41,608.0976666
1/2/2015 17:00,0.6,1.1,47,0.04,647.2419995
1/2/2015 18:00,-0.3,1.9,55,0,606.1406653
1/2/2015 19:00,-1,2.1,55,0,608.8246668
1/2/2015 20:00,-1,1.8,56,0,605.3933326
1/2/2015 21:00,-0.4,2.4,50,0,599.7053322
1/2/2015 22:00,-2.5,1.1,60,0,632.8336662
1/2/2015 23:00,-3.6,1.4,73,0,615.3806663
1/3/2015 0:00,-2.9,2.1,70,0,614.8483319
1/3/2015 1:00,-2.7,2.2,70,0,595.8726671
1/3/2015 2:00,-2.3,2,73,0,595.8150004
1/3/2015 3:00,-3.9,0.9,83,0,599.1100003
1/3/2015 4:00,-3,2.3,83,0,628.1673329
1/3/2015 5:00,-1.2,3.8,61,0,611.0753332
1/3/2015 6:00,-1.2,2.2,64,0,636.7346661
1/3/2015 7:00,-1,2.7,60,0,626.7986663
1/3/2015 8:00,1.1,3.2,56,0.3,612.109002
1/3/2015 9:00,3,5.2,42,0.89,613.7406668
1/3/2015 10:00,4.6,5.1,33,1.4,592.544667
1/3/2015 11:00,5.6,7.7,30,1.76,617.1983343
1/3/2015 12:00,6.8,7.1,26,1.91,601.4043338
1/3/2015 13:00,7.1,7.7,24,1.84,572.727
1/3/2015 14:00,7.7,7.5,26,1.55,605.037667
1/3/2015 15:00,7.7,7.6,25,1.1,605.8889991
1/3/2015 16:00,6.8,4.8,28,0.53,618.4296662
1/3/2015 17:00,5.2,1.5,32,0.06,614.2326657
1/3/2015 18:00,5.4,4.5,32,0,605.5260002
1/3/2015 19:00,3.8,2.5,39,0,611.8159995
1/3/2015 20:00,2.6,3.1,44,0,610.5616673
1/3/2015 21:00,2.1,1.8,48,0,621.307666
1/3/2015 22:00,3.6,3.5,40,0,609.409333
1/3/2015 23:00,2.8,2.1,41,0,588.2623324
1/4/2015 0:00,-0.3,1.8,60,0,570.0796661
1/4/2015 1:00,-1.4,1.9,66,0,596.7106669
1/4/2015 2:00,-2.3,1.9,69,0,614.354666
1/4/2015 3:00,-2.8,0.7,76,0,596.5586671
1/4/2015 4:00,-3.5,1.2,77,0,598.1959998
1/4/2015 5:00,-3.1,1.6,81,0,593.4840001
1/4/2015 6:00,-4,1,81,0,631.9976678
1/4/2015 7:00,-3.9,1.7,83,0,627.6946673
1/4/2015 8:00,-2.4,1,79,0.12,617.9463328
1/4/2015 9:00,-0.3,1.9,68,0.32,594.4736659
1/4/2015 10:00,1,0.9,65,0.64,654.7343336
1/4/2015 11:00,4.4,1.5,55,1.24,627.1490007
1/4/2015 12:00,6.2,3.2,41,1.25,570.9826665
1/4/2015 13:00,8.2,2,36,1.7,548.9573344
1/4/2015 14:00,8.7,2.2,38,1.46,575.1113342
1/4/2015 15:00,8.1,2.6,40,1.01,549.182667
1/4/2015 16:00,7.5,1.9,43,0.48,526.3896673
1/4/2015 17:00,3.4,1.5,60,0.06,511.4333341
1/4/2015 18:00,1.8,1,67,0,522.1543334
1/4/2015 19:00,0.4,1.5,75,0,500.7870004
1/4/2015 20:00,-0.4,1.7,80,0,588.3239997
1/4/2015 21:00,-0.2,1.3,82,0,541.788667
1/4/2015 22:00,-1.3,1.6,84,0,553.3803344
1/4/2015 23:00,-1.4,1,86,0,531.8593333
1/5/2015 0:00,-1.9,1.4,88,0,536.5306675
1/5/2015 1:00,-2.3,0.7,87,0,533.8283334
1/5/2015 2:00,-3.5,2.3,89,0,542.3326657
1/5/2015 3:00,-3.4,1.9,90,0,548.5056669
1/5/2015 4:00,-3.9,2,90,0,545.3710006
1/5/2015 5:00,-4,1.8,91,0,552.6546677
1/5/2015 6:00,-3.8,1.6,86,0,591.4883335
1/5/2015 7:00,-3.8,1.8,89,0,618.9703321
1/5/2015 8:00,-1.5,1.1,87,0.24,673.1816668
1/5/2015 9:00,3.2,1.4,72,0.79,768.4619985
1/5/2015 10:00,6.3,0.9,59,1.3,962.8730031
1/5/2015 11:00,8.8,2.2,50,1.65,970.4266689
1/5/2015 12:00,10.5,1.2,44,1.81,806.4369994
1/5/2015 13:00,10.9,1.9,39,1.77,804.0946656
1/5/2015 14:00,11,1.1,38,1.51,746.0613307
1/5/2015 15:00,11.5,2,36,1.07,780.178
1/5/2015 16:00,9.5,0.9,40,0.5,783.4473358
1/5/2015 17:00,6.2,1.3,54,0.06,721.404334
1/5/2015 18:00,4.1,1.6,65,0,660.6036674
1/5/2015 19:00,2.9,2,72,0,632.9380001
1/5/2015 20:00,2.8,2,77,0,594.2709996
1/5/2015 21:00,4.6,2.4,72,0,604.0446662
1/5/2015 22:00,1.7,1.7,83,0,618.4243337
1/5/2015 23:00,2,2.2,83,0,587.9193331
1/6/2015 0:00,2.5,1.8,84,0,580.8156659
1/6/2015 1:00,2.8,1.9,83,0,580.9750001
1/6/2015 2:00,3.6,2.7,79,0,574.7080012
1/6/2015 3:00,3.1,2,82,0,593.7493328
1/6/2015 4:00,3,1.3,83,0,595.5026688
1/6/2015 5:00,2.3,1.2,87,0,579.9616656
1/6/2015 6:00,1.9,0.9,88,0,611.0389997
1/6/2015 7:00,2,1.6,89,0,654.8089998
1/6/2015 8:00,2.9,0.6,86,0.08,753.074666
1/6/2015 9:00,4,1.9,81,0.2,801.2433321
1/6/2015 10:00,6.9,1.9,75,0.3,999.8586652
1/6/2015 11:00,12.4,4.6,68,0.25,826.9819998
1/6/2015 12:00,14.4,4.2,62,0.74,736.568668
1/6/2015 13:00,15.7,6.8,51,1.16,765.863003
1/6/2015 14:00,14.7,8,59,0.33,728.4870006
1/6/2015 15:00,12.5,5.1,86,0.07,753.6053351
1/6/2015 16:00,12.5,5.9,90,0.05,744.0073351
1/6/2015 17:00,12.7,2.6,92,0,621.7016676
1/6/2015 18:00,9.2,4.4,75,0,612.5383338
1/6/2015 19:00,7.7,3,71,0,601.4546661
1/6/2015 20:00,7.1,2.6,77,0,563.8173336
1/6/2015 21:00,7.7,4.8,52,0,526.531333
1/6/2015 22:00,6,3.1,53,0,527.0780004
1/6/2015 23:00,6.1,3,47,0,541.6366665
1/7/2015 0:00,5.3,4.1,41,0,531.8213328
1/7/2015 1:00,4.9,4.3,37,0,541.7136664
1/7/2015 2:00,4.7,4.4,35,0,561.5476664
1/7/2015 3:00,4.8,5.8,32,0,559.6573341
1/7/2015 4:00,4,6,33,0,557.816
1/7/2015 5:00,3.4,6.5,35,0,566.6813334
1/7/2015 6:00,3.4,6.9,35,0,619.7520005
1/7/2015 7:00,3,5.3,38,0,629.5656667
1/7/2015 8:00,3.3,4.4,39,0.14,801.7713326
1/7/2015 9:00,5.4,6.4,36,0.92,926.9966677
1/7/2015 10:00,6.9,7.3,30,1.48,876.1200027
1/7/2015 11:00,7.6,7.7,26,1.91,779.2363345
1/7/2015 12:00,8.2,6,25,1.88,725.2223323
1/7/2015 13:00,8.9,5.5,23,1.78,756.3243328
1/7/2015 14:00,9.2,5.8,21,1.45,764.7543332
1/7/2015 15:00,9.3,4.6,21,1.18,788.7173344
1/7/2015 16:00,7.6,4.6,24,0.59,800.1239997
1/7/2015 17:00,6.4,4.1,25,0.08,704.6353322
1/7/2015 18:00,4.8,3.3,31,0,656.1093322
1/7/2015 19:00,3.8,2.8,34,0,655.9176663
1/7/2015 20:00,3.1,2.5,36,0,600.182
1/7/2015 21:00,3.8,4.6,36,0,579.9456664
1/7/2015 22:00,3.9,5.7,34,0,602.1820012
1/7/2015 23:00,3.4,5,36,0,556.6039983
1/8/2015 0:00,2.6,4.1,39,0,562.2599992
1/8/2015 1:00,1.9,4.4,42,0,571.2523332
1/8/2015 2:00,0.5,3.9,51,0,571.0876661
1/8/2015 3:00,0.8,2.6,50,0,556.4226649
1/8/2015 4:00,0.9,1.4,49,0,575.3553338
1/8/2015 5:00,1.5,2.9,50,0,568.238667
1/8/2015 6:00,1.5,2.7,47,0,603.5706674
1/8/2015 7:00,1,2.3,50,0,631.5106665
1/8/2015 8:00,2.8,1.8,48,0.29,819.4576662
1/8/2015 9:00,5.4,3,40,0.87,911.3920016
1/8/2015 10:00,7,4.8,36,1.39,882.9636675
1/8/2015 11:00,8.4,4.1,34,1.75,778.0293339
1/8/2015 12:00,9.7,4.4,30,1.91,736.7806655
1/8/2015 13:00,10.1,6,26,1.81,730.3459989
1/8/2015 14:00,9.9,8,24,1.49,741.1136666
1/8/2015 15:00,9.2,6.3,24,1.06,751.8353355
1/8/2015 16:00,8,6,28,0.54,774.8543336
1/8/2015 17:00,6.4,5.1,32,0.08,701.9936661
1/8/2015 18:00,6.2,4.7,29,0,661.326667
1/8/2015 19:00,6,7.4,30,0,636.4529984
1/8/2015 20:00,5.4,5.4,32,0,603.7149986
1/8/2015 21:00,4.9,5,33,0,574.3583334
1/8/2015 22:00,4.7,6.5,34,0,620.9073316
1/8/2015 23:00,3.2,5.3,43,0,582.6556655
1/9/2015 0:00,2.6,5.1,46,0,590.6246679
1/9/2015 1:00,2.2,5.1,45,0,586.3219991
1/9/2015 2:00,3,3.9,39,0,575.3003344
1/9/2015 3:00,2.8,2.7,41,0,570.0800009
1/9/2015 4:00,-1,0.8,58,0,578.9590013
1/9/2015 5:00,-1.5,1.5,62,0,594.4646656
1/9/2015 6:00,-1.7,0.8,67,0,601.553666
1/9/2015 7:00,-1.8,0.8,65,0,651.9516669
1/9/2015 8:00,0.2,1.1,63,0.29,841.6273341
1/9/2015 9:00,5.5,2.9,43,0.88,917.4503354
1/9/2015 10:00,7.8,5,34,1.4,848.5033351
1/9/2015 11:00,9.1,4.7,26,1.75,798.0663338
1/9/2015 12:00,9.6,4.7,23,1.9,809.4289991
1/9/2015 13:00,9.9,5.3,23,1.86,776.6796657
1/9/2015 14:00,10.3,4.5,21,1.61,775.0799989
1/9/2015 15:00,9.8,5.2,22,1.14,803.7316679
1/9/2015 16:00,8.6,5.8,20,0.6,806.1066663
1/9/2015 17:00,7.3,5,23,0.09,744.3040004
1/9/2015 18:00,6.7,5.2,26,0,677.8823338
1/9/2015 19:00,6.4,3.9,27,0,662.4123327
1/9/2015 20:00,6.5,4.7,28,0,625.9969993
1/9/2015 21:00,4.9,2.6,33,0,639.7903314
1/9/2015 22:00,3,3.9,40,0,637.7643328
1/9/2015 23:00,3,3.5,42,0,623.0050011
1/10/2015 0:00,2.1,2.5,47,0,598.077334
1/10/2015 1:00,2.7,1.9,46,0,591.7236665
1/10/2015 2:00,0,2.6,48,0,582.5406653
1/10/2015 3:00,0.7,1.8,52,0,583.7950034
1/10/2015 4:00,-1.6,1,61,0,590.4760002
1/10/2015 5:00,-2.7,0.8,67,0,591.1666697
1/10/2015 6:00,-2.9,0.9,67,0,630.6059983
1/10/2015 7:00,-2.7,1.5,69,0,601.6890018
1/10/2015 8:00,0.6,0.8,58,0.3,582.4520007
1/10/2015 9:00,5,0.8,43,0.89,586.5840012
1/10/2015 10:00,7.9,4.6,32,1.42,552.2936677
1/10/2015 11:00,8.8,6.3,28,1.79,539.8130018
1/10/2015 12:00,9.1,5.8,26,1.96,539.3176681
1/10/2015 13:00,9.6,6.8,25,1.95,554.2643343
1/10/2015 14:00,9.6,6.2,22,1.66,558.019668
1/10/2015 15:00,9.1,5.9,23,1.19,590.050334
1/10/2015 16:00,8.1,4.2,25,0.61,594.7756677
1/10/2015 17:00,7.1,3.4,27,0.1,591.4176658
1/10/2015 18:00,5,2.1,32,0,591.3979993
1/10/2015 19:00,3.4,2.6,38,0,590.2703343
1/10/2015 20:00,3.9,2.6,39,0,596.593999
1/10/2015 21:00,2.7,2.1,44,0,640.2756654
1/10/2015 22:00,1.3,1.8,51,0,633.3113336
1/10/2015 23:00,1.6,2.3,52,0,625.7773313
1/11/2015 0:00,3.4,3.3,47,0,583.7763345
1/11/2015 1:00,1.8,2.3,52,0,590.4586696
1/11/2015 2:00,3.4,3.5,47,0,602.6793352
1/11/2015 3:00,3.4,3.5,47,0,595.2130014
1/11/2015 4:00,3.9,4.2,44,0,597.5826679
1/11/2015 5:00,4,4.1,42,0,603.7153332
1/11/2015 6:00,3.4,3.2,43,0,609.6953355
1/11/2015 7:00,0.3,2.3,62,0,593.5630002
1/11/2015 8:00,2.6,2.2,52,0.3,592.5413342
1/11/2015 9:00,4.4,2.5,48,0.87,576.3033345
1/11/2015 10:00,6.4,2.1,42,1.38,550.9116681
1/11/2015 11:00,8.3,1.7,35,1.74,550.0870003
1/11/2015 12:00,8.9,1.4,31,1.89,538.7650019
1/11/2015 13:00,10.3,3.1,30,1.84,542.0653343
1/11/2015 14:00,10.4,2.1,34,1.57,556.2636679
1/11/2015 15:00,9.9,3.7,40,1.12,560.5246672
1/11/2015 16:00,9.3,2.6,41,0.56,566.1889999
1/11/2015 17:00,5.4,0.9,60,0.07,572.9256676
1/11/2015 18:00,5.1,2.1,62,0,556.9070009
1/11/2015 19:00,2.6,1.7,75,0,630.1376657
1/11/2015 20:00,2.4,1.1,68,0,604.1900021
1/11/2015 21:00,2.2,2.7,67,0,601.242333
1/11/2015 22:00,0.7,1.8,74,0,607.9466655
1/11/2015 23:00,2.6,2.3,72,0,595.3190004
1/12/2015 0:00,1.8,0.9,74,0,599.115999
1/12/2015 1:00,-0.2,2.2,84,0,586.4906654
1/12/2015 2:00,-0.9,1.6,89,0,599.5163342
1/12/2015 3:00,-1.1,1.7,83,0,604.2006669
1/12/2015 4:00,-0.4,1.6,70,0,604.549002
1/12/2015 5:00,0.6,3.7,55,0,621.5586658
1/12/2015 6:00,1.2,3.5,48,0,630.6306658
1/12/2015 7:00,0.7,3.9,48,0,610.0186658
1/12/2015 8:00,2.8,4.6,43,0.31,584.0626677
1/12/2015 9:00,4.3,5.1,40,0.92,609.8723316
1/12/2015 10:00,5.5,4.7,37,1.43,625.1470015
1/12/2015 11:00,6.6,2.8,32,1.8,629.9100008
1/12/2015 12:00,6.7,2.1,30,1.96,572.0916665
1/12/2015 13:00,8.1,3.7,25,1.92,602.154333
1/12/2015 14:00,8.2,1.9,23,1.65,613.106333
1/12/2015 15:00,8.1,3.3,24,1.18,628.4909996
1/12/2015 16:00,7.8,2.6,25,0.62,621.0750004
1/12/2015 17:00,5.7,3.1,33,0.11,604.6279999
1/12/2015 18:00,4.8,2.4,36,0,643.3876663
1/12/2015 19:00,4.2,2.5,36,0,648.2586659
1/12/2015 20:00,2.5,2.1,44,0,616.2306662
1/12/2015 21:00,-0.3,0.8,58,0,617.0836668
1/12/2015 22:00,0.2,1.7,57,0,619.8769988
1/12/2015 23:00,-1.2,1.6,66,0,612.7070001
1/13/2015 0:00,0.1,1.9,60,0,610.9126662
1/13/2015 1:00,-1.7,0.7,70,0,597.7303327
1/13/2015 2:00,-2.6,1.7,75,0,599.067667
1/13/2015 3:00,-2.5,1.3,79,0,600.4516662
1/13/2015 4:00,-2.9,1.3,77,0,607.3943335
1/13/2015 5:00,-3.6,1.2,80,0,635.7366646
1/13/2015 6:00,-4,1.7,84,0,662.3089991
1/13/2015 7:00,-3.9,0.7,86,0,668.8549991
1/13/2015 8:00,-1.7,1.1,83,0.31,781.9496658
1/13/2015 9:00,3.9,1.5,53,0.91,864.0569998
1/13/2015 10:00,6.6,3.5,46,1.43,1045.367337
1/13/2015 11:00,7.6,2.6,40,1.79,916.8619996
1/13/2015 12:00,8.4,3.5,36,1.95,813.9976646
1/13/2015 13:00,8.9,3.9,34,1.9,809.3539984
1/13/2015 14:00,9.5,3,29,1.64,852.2129998
1/13/2015 15:00,9.8,2.1,29,1.19,844.2443347
1/13/2015 16:00,8.7,1.1,34,0.59,850.8930016
1/13/2015 17:00,5.7,1,43,0.09,756.4463325
1/13/2015 18:00,2.7,1,56,0,696.2389995
1/13/2015 19:00,1.9,1.8,60,0,706.1290008
1/13/2015 20:00,2.4,2.4,59,0,673.5176659
1/13/2015 21:00,0.4,0.7,63,0,626.4463315
1/13/2015 22:00,-0.9,1.4,67,0,646.0240001
1/13/2015 23:00,-0.2,1.3,66,0,602.4363334
1/14/2015 0:00,-0.8,1.3,74,0,607.910667
1/14/2015 1:00,-1.7,0.6,79,0,597.8160032
1/14/2015 2:00,-2.7,1.1,81,0,610.7876677
1/14/2015 3:00,-3.7,1.1,83,0,627.5143318
1/14/2015 4:00,-3.9,0.5,85,0,625.0810006
1/14/2015 5:00,-4.4,1.7,86,0,615.090999
1/14/2015 6:00,-4.7,0.8,88,0,646.4533322
1/14/2015 7:00,-5,0.3,89,0.01,682.1439984
1/14/2015 8:00,-2.4,0.5,79,0.3,787.6260013
1/14/2015 9:00,1.5,1.1,65,0.89,860.4409998
1/14/2015 10:00,5.7,0.8,47,1.42,1028.297667
1/14/2015 11:00,7.7,1.1,40,1.79,902.5273322
1/14/2015 12:00,8.9,1.5,34,1.96,792.0229983
1/14/2015 13:00,9.2,1.6,31,1.9,824.1639982
1/14/2015 14:00,9.8,1.7,31,1.46,833.7260005
1/14/2015 15:00,10.6,1.6,33,0.92,807.6443337
1/14/2015 16:00,10,0.6,36,0.36,826.3580016
1/14/2015 17:00,8.1,1.4,44,0.06,783.1446688
1/14/2015 18:00,7,1.4,49,0,687.021334
1/14/2015 19:00,6,0.6,56,0,653.3983337
1/14/2015 20:00,6.8,1.7,53,0,621.2820001
1/14/2015 21:00,5.7,1.7,57,0,570.1099995
1/14/2015 22:00,6.6,1.8,54,0,624.9123348
1/14/2015 23:00,5.7,1.2,61,0,531.7106656
1/15/2015 0:00,5.7,0.5,61,0,575.1733325
1/15/2015 1:00,5.3,0.9,66,0,553.201334
1/15/2015 2:00,5.3,1.3,64,0,551.8270005
1/15/2015 3:00,5.1,1.5,62,0,568.2613339
1/15/2015 4:00,4.4,1.2,66,0,563.6869984
1/15/2015 5:00,4.4,1.2,69,0,642.062
1/15/2015 6:00,3.9,1.2,72,0,634.2379997
1/15/2015 7:00,4.5,2.1,70,0,682.7380016
1/15/2015 8:00,6.7,2.3,62,0.11,787.295998
1/15/2015 9:00,5.8,1,65,0.19,933.1653342
1/15/2015 10:00,7.8,2.4,76,0.29,887.1916654
1/15/2015 11:00,7.2,2.3,88,0.29,783.4619987
1/15/2015 12:00,7.1,3.2,91,0.2,786.1869977
1/15/2015 13:00,7,3.5,92,0.16,813.009665
1/15/2015 14:00,6.8,4.4,93,0.17,771.558998
1/15/2015 15:00,6.7,4.3,94,0.04,793.1266653
1/15/2015 16:00,6.5,4.6,94,0.01,748.0746657
1/15/2015 17:00,6.1,4.8,93,0.02,714.3196665
1/15/2015 18:00,6.2,5.1,90,0,733.6410001
1/15/2015 19:00,3.7,5.3,93,0,717.9359998
1/15/2015 20:00,3.3,6,93,0,684.4513342
1/15/2015 21:00,3.6,3.2,92,0,634.3329993
1/15/2015 22:00,5.2,3.4,87,0,630.7269986
1/15/2015 23:00,3.8,2.7,93,0,597.2293341
1/16/2015 0:00,4,1.5,91,0,590.0443324
1/16/2015 1:00,2.4,0.6,92,0,592.2196666
1/16/2015 2:00,2,1.8,95,0,601.2626662
1/16/2015 3:00,1.1,1.4,96,0,596.6770017
1/16/2015 4:00,0.7,1.7,96,0,599.4273343
1/16/2015 5:00,0.8,2,96,0,617.3613319
1/16/2015 6:00,0.2,1.5,96,0,631.3553327
1/16/2015 7:00,-0.2,1.2,96,0.01,655.0443332
1/16/2015 8:00,1.4,1.2,96,0.28,768.0706662
1/16/2015 9:00,6.2,1.8,65,0.86,922.4849973
1/16/2015 10:00,8.1,2.2,54,1.39,792.5120021
1/16/2015 11:00,9.2,1.7,50,1.77,768.2426653
1/16/2015 12:00,9.3,1.2,45,1.94,709.2663322
1/16/2015 13:00,10.1,2.2,45,1.47,748.3949996
1/16/2015 14:00,10.4,0.8,44,1.27,766.3813326
1/16/2015 15:00,10.2,1,42,0.91,785.4276674
1/16/2015 16:00,9.7,2,51,0.45,806.9190016
1/16/2015 17:00,8.4,2.3,60,0.12,698.4453347
1/16/2015 18:00,7.6,1.8,63,0,684.1790008
1/16/2015 19:00,7.8,1.9,66,0,596.7346664
1/16/2015 20:00,7.7,2.3,71,0,562.8616668
1/16/2015 21:00,7.5,2,77,0,538.8496662
1/16/2015 22:00,7.3,2.8,77,0,567.4640008
1/16/2015 23:00,7,2.1,82,0,518.9123326
1/17/2015 0:00,7.4,3.1,84,0,497.0216673
1/17/2015 1:00,6.8,1.7,88,0,512.531
1/17/2015 2:00,5.9,1.6,91,0,559.3516665
1/17/2015 3:00,5.1,1.6,93,0,592.400334
1/17/2015 4:00,3.1,1,95,0,585.1123331
1/17/2015 5:00,2.9,1.7,96,0,603.2350003
1/17/2015 6:00,1.9,1.8,96,0,604.1190001
1/17/2015 7:00,1.5,2,96,0,585.8243335
1/17/2015 8:00,2.9,1.8,96,0.27,595.0810004
1/17/2015 9:00,7.3,3.2,70,0.84,540.2643338
1/17/2015 10:00,10.1,4.1,49,1.43,537.191001
1/17/2015 11:00,10.9,6.6,35,1.82,527.182002
1/17/2015 12:00,11.5,6.8,35,2.34,558.5703335
1/17/2015 13:00,11.3,6.6,27,1.45,573.8470006
1/17/2015 14:00,11.1,5.2,26,1.01,563.3530011
1/17/2015 15:00,8.7,6.2,24,1.38,595.7763325
1/17/2015 16:00,6.6,7.7,25,0.7,625.2199994
1/17/2015 17:00,4.5,5.2,30,0.14,691.2866664
1/17/2015 18:00,3.6,5.5,31,0,656.9603328
1/17/2015 19:00,3,6.4,33,0,647.8493323
1/17/2015 20:00,2.3,6,41,0,636.8363315
1/17/2015 21:00,2.4,7.8,35,0,654.9770004
1/17/2015 22:00,1.4,5,40,0,647.0916642
1/17/2015 23:00,0.9,5,45,0,640.8936669
1/18/2015 0:00,0.2,4.4,49,0,637.4679979
1/18/2015 1:00,0.2,5.1,50,0,644.1446652
1/18/2015 2:00,0.4,5.3,48,0,619.5503335
1/18/2015 3:00,0,4.6,51,0,632.5019995
1/18/2015 4:00,-0.2,5.3,51,0,633.9313312
1/18/2015 5:00,-0.4,6.1,51,0,649.6523331
1/18/2015 6:00,-1.2,4.2,58,0,641.122665
1/18/2015 7:00,-0.9,4,54,0.01,637.730331
1/18/2015 8:00,1,4.5,43,0.32,623.5799988
1/18/2015 9:00,3.4,4.7,37,0.94,612.3359995
1/18/2015 10:00,5.6,6.7,33,1.48,590.9620002
1/18/2015 11:00,7.4,5.2,32,1.86,555.4026679
1/18/2015 12:00,8.2,5.7,27,2.04,556.2253341
1/18/2015 13:00,9.2,5.9,24,1.99,566.0353338
1/18/2015 14:00,9.8,5,22,1.73,558.1446677
1/18/2015 15:00,9.2,4.8,22,1.28,602.6396676
1/18/2015 16:00,8.4,4.1,23,0.7,608.278
1/18/2015 17:00,6.7,3,29,0.14,622.5799988
1/18/2015 18:00,4.5,2.8,35,0,605.1253325
1/18/2015 19:00,2.3,1.5,42,0,649.4266653
1/18/2015 20:00,0.2,1,54,0,627.124666
1/18/2015 21:00,-1.1,2,57,0,622.6963336
1/18/2015 22:00,-1.3,1.6,65,0,633.9323323
1/18/2015 23:00,-0.1,1.5,57,0,619.672
1/19/2015 0:00,-1,1.3,64,0,608.3070017
1/19/2015 1:00,-1.5,0.5,70,0,611.4519999
1/19/2015 2:00,-2,0.6,71,0,619.0526667
1/19/2015 3:00,-1.8,1.1,76,0,619.7250005
1/19/2015 4:00,-0.7,1.1,74,0,611.4936669
1/19/2015 5:00,-0.6,2.3,66,0,623.7520001
1/19/2015 6:00,-1.4,2.4,71,0,684.1703343
1/19/2015 7:00,-2.8,1.8,77,0,722.0293357
1/19/2015 8:00,0,2.9,64,0.3,780.0506666
1/19/2015 9:00,2.4,2.6,55,0.91,843.9393327
1/19/2015 10:00,5,3.1,43,1.45,889.2580002
1/19/2015 11:00,6.1,2.1,38,1.81,1109.040001
1/19/2015 12:00,9.5,2.7,36,1.99,936.6603327
1/19/2015 13:00,10.7,3.3,33,1.93,862.9743328
1/19/2015 14:00,11.3,3.5,33,1.68,837.9433326
1/19/2015 15:00,12,3.9,27,1.23,847.0700015
1/19/2015 16:00,10.7,2.3,32,0.56,859.1270019
1/19/2015 17:00,8.6,2.1,40,0.13,802.1256684
1/19/2015 18:00,7.4,2.7,42,0,705.5803337
1/19/2015 19:00,6,2.4,55,0,670.2313334
1/19/2015 20:00,2.6,1.3,67,0,695.1470005
1/19/2015 21:00,3.5,2.2,67,0,646.0229995
1/19/2015 22:00,1.5,1.6,73,0,627.4169996
1/19/2015 23:00,2.3,2.3,72,0,618.3010001
1/20/2015 0:00,1.2,2.3,77,0,609.1806659
1/20/2015 1:00,1.6,1.4,76,0,610.5626662
1/20/2015 2:00,1.1,2.4,71,0,607.5230004
1/20/2015 3:00,-1.4,1.8,81,0,607.5623336
1/20/2015 4:00,1.2,2.5,67,0,610.5193327
1/20/2015 5:00,-1.4,0.9,80,0,638.9359978
1/20/2015 6:00,-1.6,0.7,81,0,660.7649998
1/20/2015 7:00,1.4,1.5,68,0.01,707.7780003
1/20/2015 8:00,4.2,4.4,55,0.3,797.2813322
1/20/2015 9:00,6.1,2.4,46,0.9,905.3696678
1/20/2015 10:00,8,5.5,35,1.45,996.8679997
1/20/2015 11:00,8.9,6.2,32,1.84,858.928667
1/20/2015 12:00,9.5,6.8,28,2.01,794.6533329
1/20/2015 13:00,10.2,4.3,26,1.96,819.8486663
1/20/2015 14:00,10.4,4.7,24,1.72,821.4416672
1/20/2015 15:00,9.9,5.3,23,1.27,839.0906692
