Time,Temperature,Wind speed,Relative humidity (%),Solar radiation,Active power of purchased electricity at the receiving end
3/27/2016 5:00,3.2,1.5,80,0,583.5016662
3/27/2016 6:00,2,1.6,83,0.02,574.909334
3/27/2016 7:00,6.4,1.8,70,0.3,514.916335
3/27/2016 8:00,8.8,2.4,60,0.96,492.7590013
3/27/2016 9:00,10.7,3,53,1.68,499.1530001
3/27/2016 10:00,11,3.2,58,1.38,548.3356663
3/27/2016 11:00,11.3,2.8,55,1.55,471.4423332
3/27/2016 12:00,12.1,3.2,52,2.7,470.3243344
3/27/2016 13:00,13,2.8,49,3.1,499.9976688
3/27/2016 14:00,12.8,2.6,52,2.52,517.6733353
3/27/2016 15:00,12.4,2.7,57,1.58,492.5083351
3/27/2016 16:00,11.7,4.1,63,0.9,528.303334
3/27/2016 17:00,10.8,3.7,68,0.54,528.2183337
3/27/2016 18:00,9.7,2.7,73,0.12,527.7400007
3/27/2016 19:00,9.6,2.5,72,0,516.6426673
3/27/2016 20:00,9,2,73,0,546.798667
3/27/2016 21:00,8.7,2.1,76,0,520.4043355
3/27/2016 22:00,8.7,2.4,79,0,535.1763324
3/27/2016 23:00,8.9,2.2,81,0,513.400998
3/28/2016 0:00,8.2,2.3,85,0,504.4639985
3/28/2016 1:00,8.7,1.4,85,0,498.0586643
3/28/2016 2:00,8.5,2,87,0,495.0789998
3/28/2016 3:00,8,1.7,89,0,502.5546644
3/28/2016 4:00,6.5,1,92,0,517.9663321
3/28/2016 5:00,7.2,0.9,90,0,491.2866676
3/28/2016 6:00,7.4,1.3,89,0.01,536.0473361
3/28/2016 7:00,8.2,1.3,87,0.16,583.2703337
3/28/2016 8:00,9.3,1.9,83,0.44,739.8423357
3/28/2016 9:00,11.7,1.5,73,0.94,757.1186665
3/28/2016 10:00,12.4,1.4,69,1.03,688.2383347
3/28/2016 11:00,13.5,2.4,61,1.53,648.2550003
3/28/2016 12:00,12.8,2.8,68,1.1,668.8820009
3/28/2016 13:00,14.1,3.2,58,2.46,683.0473337
3/28/2016 14:00,14.8,2.2,51,1.72,645.1503343
3/28/2016 15:00,15.6,3.1,47,1.59,671.7040006
3/28/2016 16:00,13.9,3.8,61,1.19,646.1420004
3/28/2016 17:00,12.3,3.2,74,0.45,582.6849997
3/28/2016 18:00,11.6,2.6,80,0.16,563.4336671
3/28/2016 19:00,11.1,2.2,80,0,577.2723354
3/28/2016 20:00,10.6,1.9,84,0,562.0586707
3/28/2016 21:00,9.7,1.2,87,0,543.9783342
3/28/2016 22:00,9.1,1.3,86,0,563.8136676
3/28/2016 23:00,7.3,1.5,94,0,516.4880022
3/29/2016 0:00,7.5,1.8,88,0,532.6593346
3/29/2016 1:00,7.7,2.6,90,0,508.5410001
3/29/2016 2:00,7.3,1.6,94,0,510.9480004
3/29/2016 3:00,7.2,2,96,0,502.7599969
3/29/2016 4:00,6.4,2.1,98,0,478.7063315
3/29/2016 5:00,4.8,0.6,98,0,543.2703327
3/29/2016 6:00,4.2,1.1,98,0.04,546.2680008
3/29/2016 7:00,7.6,0.8,99,0.5,575.722666
3/29/2016 8:00,10.8,0.8,59,1.24,694.2326674
3/29/2016 9:00,12.9,2,43,1.98,665.5133334
3/29/2016 10:00,14.1,1.4,36,2.59,665.6923344
3/29/2016 11:00,15.8,2.5,35,2.99,647.4183343
3/29/2016 12:00,15.5,2.7,32,3.16,616.0129998
3/29/2016 13:00,16.7,3.3,31,3.09,643.6783338
3/29/2016 14:00,15.4,4.7,31,2.62,646.919001
3/29/2016 15:00,15.4,4.2,29,2.23,657.2053341
3/29/2016 16:00,14.6,4.4,31,1.58,679.5899989
3/29/2016 17:00,13.2,3.7,41,0.51,627.1646672
3/29/2016 18:00,12.6,2,51,0.09,585.9860002
3/29/2016 19:00,12.2,2.6,44,0,590.6866673
3/29/2016 20:00,11.4,2.3,62,0,523.7670016
3/29/2016 21:00,11.2,2.4,68,0,534.2759975
3/29/2016 22:00,10.9,2.3,73,0,554.2766661
3/29/2016 23:00,10.7,1.9,76,0,524.92667
3/30/2016 0:00,10.5,2.4,77,0,525.6316671
3/30/2016 1:00,10.2,1.4,80,0,516.077336
3/30/2016 2:00,9.7,1.4,82,0,481.9176664
3/30/2016 3:00,9.8,1.5,82,0,450.989666
3/30/2016 4:00,9.8,1.6,81,0,492.6226654
3/30/2016 5:00,7.6,0.6,88,0,464.0026667
3/30/2016 6:00,6.5,1.3,95,0.05,553.5626669
3/30/2016 7:00,9.6,0.6,82,0.47,529.5033344
3/30/2016 8:00,12.2,1.1,71,1.2,657.1300004
3/30/2016 9:00,13.7,1.8,61,1.59,668.9619997
3/30/2016 10:00,14.4,1.9,55,1.68,636.0356676
3/30/2016 11:00,16.4,2.7,48,2.13,655.8946673
3/30/2016 12:00,17.8,1.8,40,2.37,677.5319999
3/30/2016 13:00,18.3,3.1,37,2.1,672.1813332
3/30/2016 14:00,18,4.6,39,1.31,661.7369996
3/30/2016 15:00,18.2,2.3,37,1.09,656.0019995
3/30/2016 16:00,18.3,2.9,33,0.72,665.4563339
3/30/2016 17:00,18,4,35,0.62,617.7729999
3/30/2016 18:00,16.4,3.7,46,0.2,553.6383325
3/30/2016 19:00,15.6,4.1,46,0,573.8540004
3/30/2016 20:00,13.9,1.9,54,0,537.2290025
3/30/2016 21:00,11.8,1.5,65,0,530.541334
3/30/2016 22:00,10.4,1.1,71,0,534.5640007
3/30/2016 23:00,10.9,2,71,0,487.577334
3/31/2016 0:00,9.4,1.2,74,0,529.847998
3/31/2016 1:00,8.5,1,78,0,509.6203322
3/31/2016 2:00,6.6,0.5,84,0,511.4303319
3/31/2016 3:00,6,1.3,90,0,499.3090001
3/31/2016 4:00,5,2.5,89,0,486.7203346
3/31/2016 5:00,5,1.5,92,0,503.4389998
3/31/2016 6:00,4.4,1.8,96,0.05,542.4130005
3/31/2016 7:00,9.7,1.5,77,0.57,558.3176666
3/31/2016 8:00,12.8,2.1,44,1.34,652.1036674
3/31/2016 9:00,14.3,2.3,32,2.03,629.8800006
3/31/2016 10:00,15.8,2,27,2.64,643.2130004
3/31/2016 11:00,17.6,2.8,21,3.04,641.1939994
3/31/2016 12:00,18.9,3.1,13,3.2,623.4440004
3/31/2016 13:00,20.5,3.1,10,3.08,650.5376668
3/31/2016 14:00,19.7,1.6,10,2.44,637.8633335
3/31/2016 15:00,19.1,4.8,21,1.85,639.9040014
3/31/2016 16:00,18.6,4.7,25,1.22,661.6130004
3/31/2016 17:00,17.4,3.7,31,0.51,627.0856674
3/31/2016 18:00,15.9,3.9,38,0.12,597.4636664
3/31/2016 19:00,14.8,2.8,42,0,573.3303344
3/31/2016 20:00,13.5,1.9,47,0,535.3103345
3/31/2016 21:00,12.4,1.6,53,0,525.7356684
3/31/2016 22:00,11.5,1.8,58,0,523.5729996
3/31/2016 23:00,10.4,1.4,65,0,494.1526693
4/1/2016 0:00,9.6,1.5,69,0,486.880333
4/1/2016 1:00,11.3,1.8,64,0,487.173335
4/1/2016 2:00,11.3,2.4,63,0,486.0953344
4/1/2016 3:00,11.1,2.9,62,0,482.6113345
4/1/2016 4:00,11.1,2.2,61,0,487.0556673
4/1/2016 5:00,11.2,2.7,58,0,472.1630008
4/1/2016 6:00,11.3,3.2,57,0.05,525.1419991
4/1/2016 7:00,11.9,3.7,52,0.41,506.089667
4/1/2016 8:00,12.9,3.4,49,1.12,646.6066664
4/1/2016 9:00,14.5,3.9,39,1.77,627.6670007
4/1/2016 10:00,15.5,5.2,43,2.44,596.4693331
4/1/2016 11:00,15.8,4.3,52,2.69,590.3599991
4/1/2016 12:00,15.1,6,41,3.07,607.1440003
4/1/2016 13:00,14.7,4.8,42,2.64,613.3296668
4/1/2016 14:00,13.5,5.4,56,2.27,658.3923342
4/1/2016 15:00,12.2,6.1,59,1.35,635.1850005
4/1/2016 16:00,11.9,5.2,60,0.81,681.6183342
4/1/2016 17:00,10.8,4.4,65,0.39,652.9536672
4/1/2016 18:00,9.9,5.4,65,0.05,699.2343351
4/1/2016 19:00,9.7,5.6,62,0,600.7313346
4/1/2016 20:00,9.5,5.2,65,0,537.6819994
4/1/2016 21:00,9.4,3.5,64,0,548.8303359
4/1/2016 22:00,9.2,4.2,65,0,543.0323348
4/1/2016 23:00,9,4.6,68,0,488.5500004
4/2/2016 0:00,8.8,4,61,0,521.9143314
4/2/2016 1:00,8.8,3.3,62,0,503.5146666
4/2/2016 2:00,8.6,2.6,64,0,480.6393346
4/2/2016 3:00,8.4,1.8,65,0,488.7960001
4/2/2016 4:00,8.4,2,64,0,550.4589964
4/2/2016 5:00,8.5,2.3,60,0,508.4433336
4/2/2016 6:00,8.7,2.6,60,0.02,507.264668
4/2/2016 7:00,9.2,2.3,59,0.11,509.3523344
4/2/2016 8:00,9.7,3,60,0.33,487.1053316
4/2/2016 9:00,10.1,2.5,59,0.35,538.8586646
4/2/2016 10:00,10.8,2.6,59,0.54,512.651334
4/2/2016 11:00,11.5,2.6,60,0.77,517.6549996
4/2/2016 12:00,12.1,2.4,60,0.94,532.1336679
4/2/2016 13:00,12.5,2.5,60,0.69,522.8563333
4/2/2016 14:00,13.4,2.2,58,0.84,494.7916662
4/2/2016 15:00,12.9,2.4,61,0.88,470.6126666
4/2/2016 16:00,12.5,2.4,64,0.36,498.7283333
4/2/2016 17:00,11.7,2.7,68,0.1,504.8886669
4/2/2016 18:00,11.3,2.3,72,0.03,527.2486668
4/2/2016 19:00,11,1.6,75,0,528.3726649
4/2/2016 20:00,10.4,1.9,78,0,527.9740002
4/2/2016 21:00,9.9,1.8,84,0,500.6056662
4/2/2016 22:00,9.9,1.5,88,0,514.8760005
4/2/2016 23:00,9.9,1.9,88,0,493.3586672
4/3/2016 0:00,9.4,1.7,96,0,469.9140011
4/3/2016 1:00,9.4,0.9,97,0,479.7906677
4/3/2016 2:00,9.7,0.6,97,0,487.2336681
4/3/2016 3:00,9.5,1.1,98,0,479.8133339
4/3/2016 4:00,9.4,1.1,98,0,485.634668
4/3/2016 5:00,9.4,1,98,0,483.6676682
4/3/2016 6:00,9.6,1,98,0.01,489.2530017
4/3/2016 7:00,10.1,0.4,98,0.04,482.2466684
4/3/2016 8:00,10.2,1.5,98,0.16,495.5676668
4/3/2016 9:00,10.2,1.1,97,0.23,474.4433337
4/3/2016 10:00,11.3,1.3,94,0.82,468.4130001
4/3/2016 11:00,13.1,2,91,0.89,462.0343328
4/3/2016 12:00,14.9,3.4,85,1.14,485.6533333
4/3/2016 13:00,16.8,4.8,75,1.27,490.6476674
4/3/2016 14:00,17.5,6.6,68,1.21,488.4190006
4/3/2016 15:00,18,6.2,66,1.33,470.3493341
4/3/2016 16:00,18.5,5.2,63,0.98,499.3776679
4/3/2016 17:00,17.3,5.1,71,0.52,495.2763354
4/3/2016 18:00,16.4,4.2,76,0.12,509.5729994
4/3/2016 19:00,15.8,4.4,80,0,518.6550021
4/3/2016 20:00,15.1,2,84,0,515.5126681
4/3/2016 21:00,15,3.1,83,0,511.3213317
4/3/2016 22:00,15.2,2.1,79,0,521.4023339
4/3/2016 23:00,14.5,2,83,0,498.8270012
4/4/2016 0:00,14.6,2.5,81,0,493.6223351
4/4/2016 1:00,14.7,2.6,82,0,495.1336677
4/4/2016 2:00,15.3,3.7,85,0,495.7440015
4/4/2016 3:00,14.6,2.6,92,0,496.9760018
4/4/2016 4:00,14.1,1.5,96,0,495.4273348
4/4/2016 5:00,14.3,1.9,98,0,505.1093315
4/4/2016 6:00,15,1.7,99,0.01,540.9096671
4/4/2016 7:00,15.5,2.4,99,0.06,577.330666
4/4/2016 8:00,16.5,2.7,99,0.14,708.5526677
4/4/2016 9:00,17.6,3.2,98,0.2,736.8830021
4/4/2016 10:00,18.4,2.5,95,0.57,722.738669
4/4/2016 11:00,17.4,3.7,95,0.7,702.130001
4/4/2016 12:00,16.9,3.3,93,0.83,687.792334
4/4/2016 13:00,20.1,3.3,75,2.73,705.2286656
4/4/2016 14:00,20.3,4,69,2.32,689.9916662
4/4/2016 15:00,22.1,2.4,66,1.9,704.0979988
4/4/2016 16:00,11.9,5.4,80,0.46,680.5840005
4/4/2016 17:00,10.6,4.7,83,0.22,656.4026667
4/4/2016 18:00,9.9,5.1,85,0.08,618.2626667
4/4/2016 19:00,9.3,5.5,87,0,584.0933324
4/4/2016 20:00,9.7,4.6,82,0,559.2470029
4/4/2016 21:00,9.8,4.6,81,0,556.6070018
4/4/2016 22:00,9.6,4.2,84,0,551.6296672
4/4/2016 23:00,9.4,3,88,0,526.5436666
4/5/2016 0:00,9,3.4,93,0,513.3703364
4/5/2016 1:00,8.9,2.6,94,0,510.262333
4/5/2016 2:00,8.9,1.8,94,0,502.4129968
4/5/2016 3:00,8.7,2,97,0,472.9113329
4/5/2016 4:00,8.6,2.7,96,0,501.4663324
4/5/2016 5:00,8.8,1.8,96,0,517.8836668
4/5/2016 6:00,8.8,2.4,93,0.01,536.8713341
4/5/2016 7:00,9,3.2,89,0.12,539.1240005
4/5/2016 8:00,9.9,2.7,79,0.4,718.9413322
4/5/2016 9:00,10.2,3.3,56,0.49,767.4516649
4/5/2016 10:00,10.5,3.5,60,0.62,729.6173342
4/5/2016 11:00,10.6,2.7,60,0.59,727.810668
4/5/2016 12:00,10.8,2.5,59,0.76,727.6570012
4/5/2016 13:00,11,2.8,56,0.78,716.9730015
4/5/2016 14:00,11.2,1.6,56,0.69,712.6676692
4/5/2016 15:00,11.8,1.5,54,0.87,717.7360026
4/5/2016 16:00,11.5,1.7,52,0.78,669.457334
4/5/2016 17:00,11.5,1.2,63,0.36,634.9266678
4/5/2016 18:00,11.2,1.1,67,0.11,568.9383339
4/5/2016 19:00,10.9,1.2,71,0,567.9539992
4/5/2016 20:00,10.7,1.3,73,0,551.2506695
4/5/2016 21:00,9.7,1.3,80,0,547.0330002
4/5/2016 22:00,7.7,1.1,87,0,544.2010007
4/5/2016 23:00,6.8,1.3,94,0,478.7796666
4/6/2016 0:00,5.6,0.1,96,0,494.7083318
4/6/2016 1:00,5,0.9,97,0,497.3499996
4/6/2016 2:00,4.9,1.4,98,0,524.3656663
4/6/2016 3:00,4.1,1.7,98,0,522.8966629
4/6/2016 4:00,3.4,1.4,98,0,472.1036659
4/6/2016 5:00,3.9,2,98,0,545.4736656
4/6/2016 6:00,3.9,1.1,98,0.08,527.8550001
4/6/2016 7:00,7,1.1,98,0.53,536.4000003
4/6/2016 8:00,9.5,2.3,80,1.12,656.5136667
4/6/2016 9:00,13.2,2,60,1.99,673.6990006
4/6/2016 10:00,15.7,1.3,42,2.61,608.4073338
4/6/2016 11:00,18.6,1.6,31,3.06,662.6596665
4/6/2016 12:00,18.9,1.9,28,3.23,640.6666687
4/6/2016 13:00,20,2.7,24,3.14,662.9363332
4/6/2016 14:00,20.5,1.3,25,2.57,678.4829994
4/6/2016 15:00,19.8,2,30,1.42,666.2370012
4/6/2016 16:00,19.5,3.1,33,0.71,676.358667
4/6/2016 17:00,18.7,4.2,31,0.64,649.2399996
4/6/2016 18:00,16.6,3.3,48,0.18,560.2886681
4/6/2016 19:00,14.9,2.2,55,0,577.8720008
4/6/2016 20:00,14.3,2.1,63,0,514.4456677
4/6/2016 21:00,13.3,1.7,70,0,505.579667
4/6/2016 22:00,12.9,1.7,79,0,532.2480005
4/6/2016 23:00,12,1.4,86,0,495.7226689
4/7/2016 0:00,12.3,2.6,80,0,496.8223333
4/7/2016 1:00,11.5,1.7,86,0,488.9153343
4/7/2016 2:00,12.1,2.1,84,0,489.2396678
4/7/2016 3:00,11.9,2.1,82,0,487.5473339
4/7/2016 4:00,11.6,1.9,82,0,496.1113335
4/7/2016 5:00,12.2,1.6,80,0,493.1013345
4/7/2016 6:00,12.4,1.2,81,0.01,524.7973328
4/7/2016 7:00,11.3,1.6,96,0.05,537.4939988
4/7/2016 8:00,11.5,1.3,98,0.11,624.5030016
4/7/2016 9:00,11.8,0.7,98,0.15,717.120334
4/7/2016 10:00,12.2,1.2,99,0.12,726.5323354
4/7/2016 11:00,12.5,1.5,99,0.12,727.1380019
4/7/2016 12:00,12,2.6,99,0.15,725.162001
4/7/2016 13:00,12.4,1.3,99,0.23,734.5670024
4/7/2016 14:00,13.1,1.8,99,0.23,758.063335
4/7/2016 15:00,13.8,1.3,99,0.38,777.3210021
4/7/2016 16:00,13.1,2.8,99,0.25,737.9936698
4/7/2016 17:00,12.5,2.7,99,0.16,679.1013342
4/7/2016 18:00,12.5,2,99,0.05,629.5963336
4/7/2016 19:00,12.4,3.1,99,0,612.8730011
4/7/2016 20:00,12.2,3.3,98,0,571.9543362
4/7/2016 21:00,12.1,1.8,97,0,555.5569992
4/7/2016 22:00,12.2,2.3,96,0,550.7236695
4/7/2016 23:00,12.4,4,92,0,528.8536678
4/8/2016 0:00,11.7,2,96,0,522.4103347
4/8/2016 1:00,11.8,1.6,98,0,523.6750025
4/8/2016 2:00,10.8,1.9,98,0,518.1143364
4/8/2016 3:00,10.3,1.4,99,0,519.9686697
4/8/2016 4:00,9.4,2.1,99,0,519.8303355
4/8/2016 5:00,8.8,1.1,99,0,532.5043322
4/8/2016 6:00,8.9,0.7,99,0.07,547.7299971
4/8/2016 7:00,11.6,0.9,100,0.59,558.0113334
4/8/2016 8:00,13.6,2.6,81,1.17,618.5136672
4/8/2016 9:00,17,2.9,58,2.05,658.2173344
4/8/2016 10:00,17.1,2.4,60,1.61,674.8153336
4/8/2016 11:00,17.5,2.2,54,1.56,693.4386657
4/8/2016 12:00,17,2.6,57,1.15,683.2366669
4/8/2016 13:00,17.5,2.5,54,1.62,711.3276663
4/8/2016 14:00,16.4,3.6,57,0.65,690.4159999
4/8/2016 15:00,16.1,2.9,57,0.63,635.6036672
4/8/2016 16:00,15.5,3.9,58,0.9,623.2559996
4/8/2016 17:00,14.5,3.5,61,0.49,633.4166665
4/8/2016 18:00,13.8,2.7,63,0.18,652.9483346
4/8/2016 19:00,12.2,1.4,72,0.01,615.4716685
4/8/2016 20:00,11.1,1.6,82,0,566.5616651
4/8/2016 21:00,12.1,1.2,79,0,564.0299998
4/8/2016 22:00,12,1.6,76,0,556.718998
4/8/2016 23:00,11.6,1.7,77,0,545.7413344
4/9/2016 0:00,12.2,2.1,74,0,532.081332
4/9/2016 1:00,11.4,1.9,78,0,531.5129978
4/9/2016 2:00,10.6,0.9,83,0,533.4876666
4/9/2016 3:00,8.6,0.5,92,0,533.1046659
4/9/2016 4:00,7.9,0.6,95,0,527.0286677
4/9/2016 5:00,7.1,1.4,97,0,536.2126704
4/9/2016 6:00,7.4,1.4,98,0.11,530.9046696
4/9/2016 7:00,12.2,0.6,84,0.65,518.324333
4/9/2016 8:00,13.6,1.2,72,1.07,496.2746678
4/9/2016 9:00,16.1,2.3,66,2.03,515.2290011
4/9/2016 10:00,19.5,4.4,58,2.67,514.8933363
4/9/2016 11:00,20.4,5.6,40,3.22,469.0293351
4/9/2016 12:00,21.3,6.6,41,3.09,478.9386676
4/9/2016 13:00,21.4,4.9,38,2.43,502.4486668
4/9/2016 14:00,21.3,4.5,42,1.31,488.2653348
4/9/2016 15:00,21.2,3.9,47,1.13,518.0530028
4/9/2016 16:00,20.5,4,45,0.83,538.4626675
4/9/2016 17:00,19.5,4.2,53,0.4,501.5166688
4/9/2016 18:00,18.6,3.4,59,0.12,554.0263375
4/9/2016 19:00,17.9,2.3,65,0,554.7706725
4/9/2016 20:00,17.2,2.2,70,0,549.5113393
4/9/2016 21:00,16.3,1.5,76,0,551.4580051
4/9/2016 22:00,15.2,1.4,75,0,560.8236695
4/9/2016 23:00,13.4,1.3,82,0,546.1136682
4/10/2016 0:00,12,1.5,88,0,517.0436657
4/10/2016 1:00,11.1,1,92,0,535.4973307
4/10/2016 2:00,10.3,1.5,96,0,529.6953295
4/10/2016 3:00,9.7,1.1,97,0,534.6479966
4/10/2016 4:00,8.8,1.1,98,0,530.9846646
4/10/2016 5:00,9,1.7,98,0,540.2900008
4/10/2016 6:00,9.2,1.2,99,0.07,532.9076655
4/10/2016 7:00,11.7,1.6,98,0.39,515.5049999
4/10/2016 8:00,14,1.1,83,0.99,500.4643334
4/10/2016 9:00,16.2,1.9,64,1.78,502.5773355
4/10/2016 10:00,18.4,1.6,59,2.02,516.4356683
4/10/2016 11:00,20.6,1.8,51,2.04,474.0320024
4/10/2016 12:00,21.3,2,40,2.53,515.8963345
4/10/2016 13:00,22.5,1.9,26,2,538.0950001
4/10/2016 14:00,22.9,2.2,20,1.22,545.4886682
4/10/2016 15:00,23,1.2,27,0.88,483.5853349
4/10/2016 16:00,21.7,3.7,32,0.66,547.2760005
4/10/2016 17:00,20.2,2.1,45,0.28,479.3056688
4/10/2016 18:00,13.5,2.9,75,0.1,546.8869994
4/10/2016 19:00,11.5,3.8,79,0,551.9583364
4/10/2016 20:00,10.4,4.1,79,0,548.1166697
4/10/2016 21:00,9.9,4,80,0,547.2540022
4/10/2016 22:00,9.7,4.3,79,0,561.8546701
4/10/2016 23:00,9.8,4.3,79,0,533.9666663
4/11/2016 0:00,9.8,4,78,0,533.0860001
4/11/2016 1:00,10,2.5,75,0,528.3596674
4/11/2016 2:00,10.2,3.1,73,0,533.5163341
4/11/2016 3:00,10.4,2.9,75,0,531.4770007
4/11/2016 4:00,10.2,1.8,77,0,527.8929998
4/11/2016 5:00,9.9,1.6,88,0,530.4393333
4/11/2016 6:00,10,2,81,0.04,533.6186648
4/11/2016 7:00,10.1,1.9,80,0.09,520.6946668
4/11/2016 8:00,9.7,3.2,73,0.11,727.0166678
4/11/2016 9:00,9.8,2.3,69,0.13,704.6946675
4/11/2016 10:00,10.9,1.7,56,1.71,634.7796665
4/11/2016 11:00,13.3,1.5,54,2.92,625.033668
4/11/2016 12:00,17.3,5.8,19,3.28,665.7536662
4/11/2016 13:00,17,4.8,12,3.37,646.8576676
4/11/2016 14:00,16.5,5.1,20,3.07,653.2046677
4/11/2016 15:00,15.3,6.4,17,2.55,650.4130019
4/11/2016 16:00,14.5,4.8,14,1.87,688.1916683
4/11/2016 17:00,11.8,3.7,23,1.04,662.5493336
4/11/2016 18:00,9.5,4.9,24,0.3,653.7636669
4/11/2016 19:00,8.2,2.3,31,0,647.1886679
4/11/2016 20:00,7.5,3.7,33,0,592.5923333
4/11/2016 21:00,6.5,3.1,41,0,560.9796673
4/11/2016 22:00,6.3,3.1,43,0,617.7166648
4/11/2016 23:00,5.3,2.1,49,0,557.8633329
4/12/2016 0:00,5.3,1.5,46,0,557.4893329
4/12/2016 1:00,6.1,3.6,43,0,544.3689996
4/12/2016 2:00,5.4,1.6,46,0,565.8096664
4/12/2016 3:00,2.2,2.4,61,0,612.1163329
4/12/2016 4:00,2,1.8,66,0,605.1233319
4/12/2016 5:00,0.2,0.8,76,0,602.8683326
4/12/2016 6:00,0.7,1.1,75,0.14,623.097333
4/12/2016 7:00,5.7,1.3,53,0.78,602.9936648
4/12/2016 8:00,7.6,2.8,35,1.55,732.938999
4/12/2016 9:00,9.2,2.4,31,2.3,714.9866659
4/12/2016 10:00,9.9,3,25,2.88,704.4610018
4/12/2016 11:00,11.1,3.1,30,3.19,685.163334
4/12/2016 12:00,11.5,2.8,25,3.35,682.0316665
4/12/2016 13:00,12.7,3.3,27,3.25,673.783
4/12/2016 14:00,12.7,3.3,31,2.92,673.2869999
4/12/2016 15:00,13.2,3.3,33,2.36,702.4413325
4/12/2016 16:00,13.8,3,34,1.61,718.6760014
4/12/2016 17:00,12.4,4,41,0.96,679.2436685
4/12/2016 18:00,10.8,4,53,0.2,657.2836674
4/12/2016 19:00,10.3,2.2,58,0,641.8223329
4/12/2016 20:00,10.4,2,61,0,563.0026677
4/12/2016 21:00,10.4,1.9,63,0,546.7090009
4/12/2016 22:00,10.6,1.2,65,0,526.0126671
4/12/2016 23:00,10.1,1.2,68,0,498.3969997
4/13/2016 0:00,9.8,1.3,71,0,488.1836668
4/13/2016 1:00,10.5,1.5,71,0,504.5770004
4/13/2016 2:00,10,1.2,76,0,468.6240007
4/13/2016 3:00,10,0.9,79,0,529.8323347
4/13/2016 4:00,10.2,1,79,0,536.5616672
4/13/2016 5:00,10.7,0.7,80,0,529.1306652
4/13/2016 6:00,10.6,0.6,83,0.01,543.3736658
4/13/2016 7:00,11.5,1,81,0.1,561.9016664
4/13/2016 8:00,11,1.4,89,0.11,624.4730007
4/13/2016 9:00,11.1,0.8,91,0.26,706.807335
4/13/2016 10:00,12.7,1.2,87,0.42,688.5743356
4/13/2016 11:00,14.7,2,77,0.6,666.3446675
4/13/2016 12:00,15.9,2.2,70,0.87,670.1613345
4/13/2016 13:00,17.7,4.7,58,1.42,720.5840012
4/13/2016 14:00,17.7,4.4,62,0.98,697.7303335
4/13/2016 15:00,19.4,5.2,51,1.32,658.2193335
4/13/2016 16:00,19.8,5.1,49,1.72,692.2726669
4/13/2016 17:00,17.8,6.4,58,0.44,633.2509999
4/13/2016 18:00,17.2,3.6,60,0.12,608.1596678
4/13/2016 19:00,16.4,4,66,0,586.412335
4/13/2016 20:00,15.3,1.8,75,0,570.1476682
4/13/2016 21:00,14.7,1.7,83,0,555.7500002
4/13/2016 22:00,14.4,1.4,90,0,563.8943334
4/13/2016 23:00,13.9,1.6,97,0,535.6576652
4/14/2016 0:00,14,1.5,98,0,523.6580008
4/14/2016 1:00,13.9,1.6,98,0,525.6186681
4/14/2016 2:00,14,1.2,99,0,520.3776698
4/14/2016 3:00,14,2.2,99,0,523.1590018
4/14/2016 4:00,14.4,1.7,100,0,519.9320022
4/14/2016 5:00,14,1.5,100,0,528.5346688
4/14/2016 6:00,13.6,1.3,100,0.02,549.5029988
4/14/2016 7:00,13.8,3,99,0.23,560.9069995
4/14/2016 8:00,13.5,2.6,98,0.46,650.7403356
4/14/2016 9:00,14.1,1.7,96,0.4,733.7046684
4/14/2016 10:00,14.1,1.3,96,0.36,731.0633356
4/14/2016 11:00,14.4,1.4,95,0.39,744.786337
4/14/2016 12:00,14.7,0.4,96,0.34,751.8853367
4/14/2016 13:00,14.9,1.1,93,0.31,755.8523365
4/14/2016 14:00,16.4,0.8,88,0.75,744.9963358
4/14/2016 15:00,16.7,1.2,83,1.08,737.7483357
4/14/2016 16:00,16.6,1.3,84,0.48,736.2710026
4/14/2016 17:00,16.8,1.1,82,0.38,696.9470011
4/14/2016 18:00,15.8,1.9,84,0.15,661.654667
4/14/2016 19:00,15.2,1.8,85,0,635.5596685
4/14/2016 20:00,14.3,1.8,88,0,605.8709993
4/14/2016 21:00,14.1,1.9,89,0,582.1260005
4/14/2016 22:00,13.7,1.2,88,0,568.6609989
4/14/2016 23:00,13.2,1.2,90,0,547.4893365
4/15/2016 0:00,13.2,1.5,90,0,539.2923338
4/15/2016 1:00,12.8,1.1,93,0,540.5540008
4/15/2016 2:00,11.5,1.4,97,0,536.2903326
4/15/2016 3:00,11.5,1.4,98,0,538.2846664
4/15/2016 4:00,13.6,3.5,71,0,547.0123348
4/15/2016 5:00,14,3.5,40,0,551.6536716
4/15/2016 6:00,14.7,7.6,30,0.16,558.1210017
4/15/2016 7:00,15.5,4.5,31,0.82,533.5059991
4/15/2016 8:00,16.9,5.1,31,1.58,594.8866657
4/15/2016 9:00,17.9,6,29,2.3,604.3390004
4/15/2016 10:00,18.2,7,23,2.91,637.4683338
4/15/2016 11:00,18.6,7.8,21,3.3,642.6766683
4/15/2016 12:00,18.6,6.4,21,3.44,624.8179999
4/15/2016 13:00,19.1,5.6,20,3.37,639.4366668
4/15/2016 14:00,19.9,4.8,17,3.04,656.4870008
4/15/2016 15:00,19.7,5.4,16,2.55,672.8806672
4/15/2016 16:00,19.1,4,17,1.88,694.0563325
4/15/2016 17:00,17.4,5.1,18,1.07,668.4549993
4/15/2016 18:00,15.3,3.1,25,0.35,635.1693337
